id,umkm_id,type,amount,note,occurred_at,product_name
TRX4251,UMKM552,0,566000.0,Transfer BNI,2024-04-05 21:07:19,Kemeja Batik Pria
TRX4252,UMKM552,1,952000.0,Gopay,2024-07-10 21:07:19,Heels Wanita
TRX4253,UMKM552,1,443000.0,,2023-09-05 21:07:19,Sweater Pria
TRX4254,UMKM552,1,478000.0,Pembayaran tunai,2023-10-17 21:07:19,Heels Wanita
TRX4255,UMKM553,1,137000.0,Transfer BRI,2025-09-10 09:12:46,Bibit Jagung Hibrida
TRX4256,UMKM553,0,150000.0,Transfer BNI,2025-07-06 09:12:46,Tepung Mocaf
TRX4257,UMKM553,0,213000.0,Transfer Mandiri,2024-06-05 09:12:46,Jagung Pipil Kering
TRX4258,UMKM553,1,185000.0,Gopay,2024-07-31 09:12:46,Kacang Tanah
TRX4259,UMKM553,0,160000.0,Transfer BNI,2025-05-09 09:12:46,Mesin Pompa Air
TRX4260,UMKM553,1,241000.0,Dana,2024-08-20 09:12:46,Bibit Jagung Hibrida
TRX4261,UMKM553,0,78000.0,Tunai,2024-01-02 09:12:46,Selai Nanas
TRX4262,UMKM554,1,85000.0,Gopay,2025-01-16 02:04:48,Pulse Oximeter
TRX4263,UMKM554,1,226000.0,OVO,2024-01-27 02:04:48,Nebulizer
TRX4264,UMKM554,1,323000.0,Transfer BRI,2024-05-29 02:04:48,Tensimeter Digital
TRX4265,UMKM555,1,267000.0,,2023-01-05 21:51:32,Keripik Singkong Pedas
TRX4266,UMKM555,1,158000.0,Dana,2023-08-18 21:51:32,Keripik Singkong Pedas
TRX4267,UMKM555,1,285000.0,,2023-09-07 21:51:32,Catering Pernikahan
TRX4268,UMKM555,1,165000.0,OVO,2023-01-13 21:51:32,Paket Prasmanan
TRX4269,UMKM555,1,288000.0,Pembayaran tunai,2024-06-02 21:51:32,Keripik Singkong Pedas
TRX4270,UMKM555,1,116000.0,Gopay,2022-10-30 21:51:32,Snack Box Meeting
TRX4271,UMKM555,1,107000.0,Dana,2024-01-10 21:51:32,Keripik Singkong Pedas
TRX4272,UMKM555,0,112000.0,Transfer Mandiri,2023-08-19 21:51:32,Snack Box Meeting
TRX4273,UMKM555,1,153000.0,Pembayaran tunai,2024-04-14 21:51:32,Paket Nasi Box
TRX4274,UMKM555,1,181000.0,Pembayaran tunai,2024-07-07 21:51:32,Paket Prasmanan
TRX4275,UMKM555,1,72000.0,Dana,2024-04-27 21:51:32,Catering Pernikahan
TRX4276,UMKM555,1,96000.0,OVO,2023-05-07 21:51:32,Keripik Singkong Pedas
TRX4277,UMKM555,1,262000.0,Gopay,2024-01-18 21:51:32,Catering Kantor
TRX4278,UMKM555,1,282000.0,Dana,2023-01-19 21:51:32,Keripik Singkong Pedas
TRX4280,UMKM556,0,1045000.0,Transfer Mandiri,2024-12-08 22:19:21,App Mobile Android
TRX4281,UMKM556,0,2985000.0,Transfer BNI,2024-12-22 22:19:21,Instalasi CCTV
TRX4282,UMKM556,1,4706000.0,OVO,2023-10-18 22:19:21,Sistem ERP
TRX4283,UMKM556,0,4035000.0,,2024-03-06 22:19:21,Software Akuntansi
TRX4284,UMKM556,0,4874000.0,Tunai,2023-12-28 22:19:21,PC Rakitan
TRX4285,UMKM557,0,1218000.0,Tunai,2023-11-27 09:02:23,Pengiriman Barang Kota
TRX4286,UMKM557,0,1980000.0,Tunai,2024-10-20 09:02:23,Tune Up Mobil
TRX4287,UMKM557,1,1416000.0,Gopay,2024-10-21 09:02:23,Driver Harian
TRX4290,UMKM557,1,1430000.0,Dana,2024-02-20 09:02:23,Balancing Roda
TRX4291,UMKM558,1,278000.0,Gopay,2021-09-05 22:38:02,Jus Alpukat
TRX4292,UMKM558,1,151000.0,Transfer BRI,2021-11-05 22:38:02,Jus Alpukat
TRX4293,UMKM558,0,221000.0,Transfer Mandiri,2023-07-10 22:38:02,Catering Kantor
TRX4294,UMKM558,0,11000.0,Cash,2023-01-23 22:38:02,Bolu Kukus
TRX4295,UMKM558,0,272000.0,,2023-06-30 22:38:02,Nasi Padang
TRX4296,UMKM558,1,59000.0,Transfer BRI,2022-11-27 22:38:02,Bakso Mercon
TRX4297,UMKM558,1,17000.0,OVO,2021-12-18 22:38:02,Catering Pernikahan
TRX4299,UMKM558,1,79000.0,Transfer BCA,2023-02-28 22:38:02,Paket Prasmanan
TRX4300,UMKM558,0,32000.0,,2022-07-01 22:38:02,Dadar Gulung
TRX4301,UMKM558,1,33000.0,,2021-09-29 22:38:02,Jus Alpukat
TRX4302,UMKM558,1,107000.0,Gopay,2022-01-14 22:38:02,Paket Prasmanan
TRX4303,UMKM558,1,141000.0,Gopay,2023-03-18 22:38:02,Kue Cubit
TRX4304,UMKM558,0,87000.0,Cash,2022-01-06 22:38:02,Pudding Coklat
TRX4305,UMKM559,1,636000.0,Transfer BRI,2022-11-04 17:57:01,Kursus Komputer
TRX4307,UMKM559,0,563000.0,Transfer Mandiri,2023-05-28 17:57:01,Pelatihan K3
TRX4308,UMKM559,0,349000.0,Transfer Mandiri,2023-11-26 17:57:01,Buku Resep Masakan
TRX4309,UMKM559,0,177000.0,Cash,2024-02-07 17:57:01,Kursus Editing Video
TRX4310,UMKM560,1,161000.0,Pembayaran tunai,2024-08-11 09:17:50,Singkong Segar
TRX4311,UMKM560,0,114000.0,,2023-12-22 09:17:50,Bibit Jagung Hibrida
TRX4312,UMKM560,1,287000.0,Pembayaran tunai,2023-07-08 09:17:50,Singkong Segar
TRX4313,UMKM560,1,26000.0,OVO,2024-10-14 09:17:50,Keripik Pisang
TRX4314,UMKM560,1,193000.0,Pembayaran tunai,2024-10-03 09:17:50,Keripik Pisang
TRX4315,UMKM560,0,241000.0,Cash,2024-12-14 09:17:50,Pupuk Kompos
TRX4317,UMKM561,1,292000.0,,2022-12-01 11:59:32,Gado-Gado
TRX4318,UMKM561,0,119000.0,Transfer Mandiri,2024-08-04 11:59:32,Wedang Jahe
TRX4319,UMKM561,1,292000.0,OVO,2023-07-12 11:59:32,Klepon
TRX4320,UMKM561,0,204000.0,,2023-08-09 11:59:32,Keripik Singkong Pedas
TRX4321,UMKM561,1,126000.0,,2023-01-24 11:59:32,Gado-Gado
TRX4322,UMKM561,0,266000.0,Cash,2024-07-17 11:59:32,Paket Nasi Box
TRX4323,UMKM561,0,152000.0,,2023-12-18 11:59:32,Seblak Kering
TRX4324,UMKM561,0,29000.0,Transfer BNI,2024-02-01 11:59:32,Makaroni Goreng
TRX4325,UMKM561,1,200000.0,-,2024-07-16 11:59:32,Klepon
TRX4326,UMKM561,1,203000.0,Transfer BRI,2023-11-30 11:59:32,Gado-Gado
TRX4327,UMKM561,1,218000.0,Gopay,2024-05-30 11:59:32,Pudding Coklat
TRX4328,UMKM561,1,165000.0,,2023-12-17 11:59:32,Seblak Kering
TRX4329,UMKM561,0,287000.0,,2023-04-13 11:59:32,Catering Pernikahan
TRX4330,UMKM561,1,32000.0,,2024-08-26 11:59:32,Seblak Kering
TRX4331,UMKM561,1,11000.0,OVO,2022-12-15 11:59:32,Seblak Kering
TRX4332,UMKM561,1,133000.0,Transfer BCA,2024-02-12 11:59:32,Gado-Gado
TRX4333,UMKM561,0,108000.0,,2023-05-10 11:59:32,Dadar Gulung
TRX4334,UMKM562,0,332000.0,-,2022-07-15 13:56:09,Pulse Oximeter
TRX4336,UMKM562,1,414000.0,OVO,2022-01-02 13:56:09,Tensimeter Digital
TRX4337,UMKM562,0,455000.0,,2022-08-27 13:56:09,Tensimeter Digital
TRX4338,UMKM562,1,460000.0,Dana,2021-12-23 13:56:09,Temulawak Kapsul
TRX4339,UMKM562,1,241000.0,Dana,2022-11-20 13:56:09,Pulse Oximeter
TRX4340,UMKM563,0,120000.0,Tunai,2024-07-08 10:10:37,Nasi Goreng Spesial
TRX4341,UMKM563,1,193000.0,,2023-06-07 10:10:37,Es Krim Lokal
TRX4342,UMKM563,1,284000.0,,2024-07-12 10:10:37,Risol Mayo
TRX4343,UMKM563,1,105000.0,Transfer BRI,2023-11-15 10:10:37,Klepon
TRX4344,UMKM563,0,104000.0,Transfer Mandiri,2024-03-04 10:10:37,Snack Box Meeting
TRX4345,UMKM563,0,155000.0,Transfer BNI,2023-07-12 10:10:37,Kue Cubit
TRX4346,UMKM563,1,234000.0,,2024-03-16 10:10:37,Matcha Latte
TRX4347,UMKM563,1,95000.0,Transfer BCA,2023-08-27 10:10:37,Risol Mayo
TRX4348,UMKM563,1,43000.0,,2024-01-14 10:10:37,Risol Mayo
TRX4349,UMKM563,1,100000.0,Dana,2023-10-07 10:10:37,Matcha Latte
TRX4350,UMKM563,0,93000.0,Transfer Mandiri,2024-07-05 10:10:37,Gado-Gado
TRX4351,UMKM563,1,268000.0,Gopay,2024-03-22 10:10:37,Matcha Latte
TRX4352,UMKM563,1,66000.0,Transfer BCA,2024-03-07 10:10:37,Matcha Latte
TRX4353,UMKM563,0,198000.0,Tunai,2023-10-12 10:10:37,Rendang Padang
TRX4354,UMKM563,0,25000.0,Cash,2024-04-03 10:10:37,Makaroni Goreng
TRX4355,UMKM563,1,224000.0,OVO,2023-11-09 10:10:37,Brownies Kukus
TRX4356,UMKM564,1,335000.0,,2022-08-27 20:48:42,Kaos Polos Pria
TRX4357,UMKM564,1,619000.0,Gopay,2022-03-09 20:48:42,Sepatu Sneakers
TRX4358,UMKM564,0,320000.0,Transfer Mandiri,2021-10-24 20:48:42,Celana Panjang Pria
TRX4359,UMKM564,1,183000.0,Transfer BRI,2022-12-14 20:48:42,Kaos Polos Pria
TRX4360,UMKM564,1,214000.0,Pembayaran tunai,2021-09-18 20:48:42,Kaos Polos Pria
TRX4361,UMKM564,0,648000.0,,2022-04-01 20:48:42,Gamis Syari
TRX4362,UMKM564,1,916000.0,,2022-10-03 20:48:42,Sepatu Sneakers
TRX4364,UMKM564,0,55000.0,,2022-01-19 20:48:42,Sepatu Formal Pria
TRX4366,UMKM565,0,527000.0,,2023-09-11 21:35:53,Anting Mutiara
TRX4368,UMKM565,1,208000.0,,2024-02-14 21:35:53,Dress Anak Pesta
TRX4369,UMKM565,1,90000.0,,2023-07-08 21:35:53,Baju Tidur Anak
TRX4370,UMKM565,0,207000.0,Transfer BNI,2023-07-20 21:35:53,Sandal Casual
TRX4371,UMKM565,1,1000000.0,Transfer BRI,2023-10-05 21:35:53,Baju Tidur Anak
TRX4372,UMKM565,1,380000.0,Gopay,2023-07-24 21:35:53,Kaos Anak Motif
TRX4373,UMKM565,1,661000.0,,2023-04-07 21:35:53,Jaket Anak
TRX4374,UMKM565,1,102000.0,Gopay,2023-09-06 21:35:53,Kaos Anak Motif
TRX4375,UMKM566,1,842000.0,Transfer BCA,2023-08-24 17:31:35,Sweater Pria
TRX4376,UMKM566,1,690000.0,Gopay,2024-12-21 17:31:35,Sweater Pria
TRX4377,UMKM566,0,680000.0,Cash,2025-01-25 17:31:35,Sepatu Boots
TRX4378,UMKM566,1,913000.0,Dana,2023-09-12 17:31:35,Sweater Pria
TRX4379,UMKM566,1,727000.0,OVO,2023-11-21 17:31:35,Heels Wanita
TRX4380,UMKM566,1,358000.0,OVO,2025-01-30 17:31:35,Dompet Wanita
TRX4381,UMKM566,0,552000.0,,2024-08-04 17:31:35,Celana Pendek Anak
TRX4382,UMKM567,1,429000.0,,2023-06-04 12:38:52,Kotak Perhiasan Kayu
TRX4383,UMKM567,0,318000.0,Tunai,2023-10-20 12:38:52,Mug Foto
TRX4384,UMKM567,1,306000.0,Transfer BCA,2023-11-20 12:38:52,Kotak Perhiasan Kayu
TRX4385,UMKM567,1,208000.0,,2023-07-13 12:38:52,Kotak Perhiasan Kayu
TRX4386,UMKM567,0,62000.0,Transfer BNI,2022-03-26 12:38:52,Kaos Souvenir
TRX4387,UMKM568,1,167000.0,Transfer BRI,2022-03-18 02:57:41,Dadar Gulung
TRX4390,UMKM568,1,99000.0,Pembayaran tunai,2022-11-14 02:57:41,Brownies Kukus
TRX4391,UMKM568,1,271000.0,OVO,2022-06-04 02:57:41,Dadar Gulung
TRX4392,UMKM568,1,39000.0,Dana,2023-01-26 02:57:41,Dadar Gulung
TRX4393,UMKM568,1,263000.0,,2022-03-06 02:57:41,Brownies Kukus
TRX4395,UMKM568,0,217000.0,Tunai,2022-07-06 02:57:41,Rendang Padang
TRX4396,UMKM568,1,283000.0,Dana,2021-08-27 02:57:41,Dadar Gulung
TRX4397,UMKM568,1,279000.0,OVO,2021-09-15 02:57:41,Dadar Gulung
TRX4398,UMKM569,1,211000.0,Transfer BCA,2023-06-23 00:49:30,Paket Nasi Box
TRX4400,UMKM569,1,183000.0,OVO,2023-01-10 00:49:30,Catering Kantor
TRX4401,UMKM569,1,118000.0,Pembayaran tunai,2022-07-31 00:49:30,Gado-Gado
TRX4402,UMKM569,0,114000.0,,2022-04-21 00:49:30,Teh Tarik
TRX4403,UMKM569,1,174000.0,Transfer BRI,2023-09-21 00:49:30,Snack Box Meeting
TRX4404,UMKM569,1,174000.0,Transfer BRI,2022-08-02 00:49:30,Gado-Gado
TRX4405,UMKM569,0,189000.0,Transfer Mandiri,2023-02-21 00:49:30,Es Krim Lokal
TRX4406,UMKM569,1,155000.0,Transfer BRI,2022-06-11 00:49:30,Gado-Gado
TRX4407,UMKM569,1,116000.0,Transfer BRI,2022-11-28 00:49:30,Snack Box Meeting
TRX4408,UMKM569,0,276000.0,,2022-07-25 00:49:30,Opak Angin
TRX4409,UMKM569,1,248000.0,,2022-02-15 00:49:30,Snack Box Meeting
TRX4410,UMKM570,0,1199000.0,Transfer Mandiri,2024-06-17 00:12:32,Antar Jemput Bandara
TRX4411,UMKM570,0,1736000.0,Cash,2024-07-13 00:12:32,Antar Jemput Sekolah
TRX4412,UMKM570,0,1590000.0,Tunai,2024-11-23 00:12:32,Tune Up Mobil
TRX4414,UMKM571,1,68000.0,Gopay,2022-08-26 11:23:01,Sewa Motor Harian
TRX4415,UMKM571,1,284000.0,,2022-10-26 11:23:01,Paket Umroh
TRX4416,UMKM571,1,1419000.0,Transfer BCA,2022-12-23 11:23:01,Paket Umroh
TRX4418,UMKM571,1,962000.0,-,2022-07-07 11:23:01,Paket Umroh
TRX4419,UMKM572,1,1084000.0,Pembayaran tunai,2024-06-15 22:44:50,Servis Laptop
TRX4420,UMKM572,0,2730000.0,Transfer Mandiri,2023-12-08 22:44:50,Voice Over
TRX4421,UMKM572,1,2613000.0,OVO,2024-06-11 22:44:50,Servis AC Split
TRX4422,UMKM572,1,2644000.0,,2023-05-15 22:44:50,Servis AC Split
TRX4423,UMKM572,1,1098000.0,Transfer BRI,2024-07-31 22:44:50,Servis Laptop
TRX4424,UMKM572,1,263000.0,Transfer BCA,2023-12-31 22:44:50,Servis AC Split
TRX4425,UMKM572,1,2895000.0,,2024-09-25 22:44:50,Servis Laptop
TRX4426,UMKM572,0,1414000.0,Cash,2023-12-18 22:44:50,Servis Mesin Cuci
TRX4427,UMKM572,0,1662000.0,Tunai,2024-07-07 22:44:50,Servis Mesin Cuci
TRX4428,UMKM573,1,483000.0,Pembayaran tunai,2023-05-27 07:16:18,Jamu Beras Kencur
TRX4430,UMKM573,0,498000.0,Tunai,2022-11-04 07:16:18,Temulawak Kapsul
TRX4431,UMKM573,1,73000.0,Pembayaran tunai,2022-05-22 07:16:18,Refleksi Kaki
TRX4432,UMKM574,1,445000.0,Dana,2022-05-18 22:15:05,Rok Midi
TRX4433,UMKM574,1,312000.0,OVO,2023-02-21 22:15:05,Baju Tidur Anak
TRX4434,UMKM574,1,603000.0,Dana,2022-11-07 22:15:05,Baju Tidur Anak
TRX4435,UMKM574,1,791000.0,OVO,2023-05-01 22:15:05,Sepatu Boots
TRX4436,UMKM574,1,339000.0,Transfer BRI,2021-07-30 22:15:05,Setelan Anak Lucu
TRX4438,UMKM574,1,983000.0,Transfer BRI,2022-03-01 22:15:05,Sepatu Boots
TRX4439,UMKM574,1,579000.0,,2023-03-28 22:15:05,Sepatu Boots
TRX4440,UMKM574,0,891000.0,,2023-03-10 22:15:05,Topi Baseball
TRX4441,UMKM575,0,838000.0,Cash,2023-08-25 19:22:14,Gelang Perak
TRX4442,UMKM575,1,433000.0,,2022-07-13 19:22:14,Setelan Anak Lucu
TRX4443,UMKM575,0,576000.0,Cash,2023-04-27 19:22:14,Celana Pendek Anak
TRX4444,UMKM575,1,872000.0,Gopay,2022-06-22 19:22:14,Celana Pendek Anak
TRX4445,UMKM575,1,570000.0,Pembayaran tunai,2022-12-27 19:22:14,Gamis Syari
TRX4446,UMKM575,1,506000.0,Dana,2024-01-14 19:22:14,Celana Pendek Anak
TRX4447,UMKM576,0,2093000.0,,2022-05-03 04:21:02,Desain Logo
TRX4448,UMKM576,0,279000.0,Cash,2022-07-19 04:21:02,Paket Ulang Tahun
TRX4449,UMKM576,1,1314000.0,,2023-07-01 04:21:02,Penerjemah Dokumen
TRX4450,UMKM576,1,2768000.0,Transfer BRI,2023-02-02 04:21:02,Servis HP
TRX4451,UMKM576,0,888000.0,-,2023-05-16 04:21:02,Desain Logo
TRX4452,UMKM576,1,1412000.0,Dana,2023-01-01 04:21:02,Konsultasi Hukum
TRX4453,UMKM576,0,2204000.0,Transfer BNI,2022-06-03 04:21:02,Desain Banner
TRX4454,UMKM576,1,437000.0,OVO,2021-11-03 04:21:02,Konsultasi Marketing
TRX4455,UMKM576,0,493000.0,Transfer Mandiri,2023-06-10 04:21:02,Editing Video
TRX4456,UMKM576,1,785000.0,,2022-09-09 04:21:02,Konsultasi Hukum
TRX4457,UMKM577,0,410000.0,Cash,2023-04-20 00:56:42,Nebulizer
TRX4458,UMKM577,0,290000.0,,2023-05-22 00:56:42,Probiotik Sachet
TRX4459,UMKM577,0,288000.0,Transfer BNI,2023-12-17 00:56:42,Refleksi Kaki
TRX4460,UMKM577,0,18000.0,Tunai,2023-06-25 00:56:42,Layanan Perawat Rumah
TRX4462,UMKM577,0,48000.0,,2023-04-08 00:56:42,Layanan Bidan
TRX4463,UMKM578,1,3953000.0,Dana,2023-11-14 19:26:17,Kost Putra AC
TRX4464,UMKM579,1,1422000.0,Transfer BRI,2024-03-31 19:21:55,Les Privat Matematika
TRX4465,UMKM579,0,1339000.0,Cash,2024-04-17 19:21:55,Kursus Editing Video
TRX4466,UMKM579,0,486000.0,Transfer BNI,2023-04-05 19:21:55,Pelatihan K3
TRX4467,UMKM579,1,1453000.0,Transfer BRI,2023-02-25 19:21:55,Buku Bisnis Online
TRX4468,UMKM579,1,918000.0,,2024-01-28 19:21:55,Les Privat Matematika
TRX4469,UMKM579,1,262000.0,Pembayaran tunai,2023-01-02 19:21:55,Les Privat Matematika
TRX4470,UMKM579,0,471000.0,Transfer Mandiri,2024-02-06 19:21:55,Les Piano
TRX4471,UMKM579,1,1151000.0,OVO,2024-03-27 19:21:55,Pelatihan Leadership
TRX4472,UMKM580,1,2978000.0,,2024-03-08 08:16:56,Konsultasi Pajak
TRX4473,UMKM580,1,1882000.0,,2024-07-07 08:16:56,Konsultasi Hukum
TRX4475,UMKM580,1,395000.0,Transfer BRI,2024-05-21 08:16:56,Voice Over
TRX4476,UMKM580,1,2910000.0,Dana,2024-03-05 08:16:56,Data Entry
TRX4477,UMKM580,1,729000.0,OVO,2023-10-26 08:16:56,Konsultasi Hukum
TRX4478,UMKM580,1,197000.0,Gopay,2024-01-17 08:16:56,Editing Video
TRX4479,UMKM580,1,1980000.0,OVO,2023-12-03 08:16:56,Konsultasi Keuangan
TRX4480,UMKM580,1,1458000.0,,2022-12-23 08:16:56,Editing Video
TRX4481,UMKM580,1,255000.0,Dana,2023-07-28 08:16:56,Data Entry
TRX4482,UMKM581,1,49000.0,Gopay,2022-10-02 16:34:21,Wedang Jahe
TRX4483,UMKM581,1,42000.0,Transfer BRI,2022-06-10 16:34:21,Wedang Jahe
TRX4484,UMKM581,1,32000.0,Transfer BCA,2022-02-25 16:34:21,Pecel Lele
TRX4485,UMKM581,1,96000.0,OVO,2022-06-23 16:34:21,Wedang Jahe
TRX4486,UMKM581,0,133000.0,,2021-12-06 16:34:21,Dadar Gulung
TRX4487,UMKM581,0,290000.0,Cash,2021-10-15 16:34:21,Klepon
TRX4488,UMKM581,0,41000.0,Cash,2022-10-03 16:34:21,Risol Mayo
TRX4489,UMKM581,0,299000.0,Transfer BNI,2023-04-14 16:34:21,Wedang Jahe
TRX4490,UMKM581,1,121000.0,Dana,2021-06-09 16:34:21,Gado-Gado
TRX4491,UMKM581,0,137000.0,Transfer Mandiri,2021-08-06 16:34:21,Nasi Goreng Spesial
TRX4492,UMKM581,0,213000.0,,2022-08-29 16:34:21,Es Campur
TRX4493,UMKM581,1,203000.0,,2022-10-04 16:34:21,Paket Prasmanan
TRX4496,UMKM582,0,231000.0,Transfer Mandiri,2021-10-12 09:08:20,Keripik Pisang
TRX4497,UMKM582,1,171000.0,Transfer BCA,2021-08-27 09:08:20,Mesin Pompa Air
TRX4498,UMKM582,1,18000.0,Dana,2022-03-16 09:08:20,Mesin Pompa Air
TRX4499,UMKM582,0,209000.0,Tunai,2022-03-08 09:08:20,Ubi Jalar
TRX4500,UMKM582,0,70000.0,Transfer Mandiri,2022-02-02 09:08:20,Kacang Tanah
TRX4501,UMKM583,1,1145000.0,Dana,2023-07-18 02:23:42,Kursus Komputer
TRX4502,UMKM583,1,62000.0,Dana,2022-07-27 02:23:42,Kursus Komputer
TRX4503,UMKM583,1,1363000.0,Dana,2021-12-31 02:23:42,Kursus Memasak
TRX4504,UMKM583,0,1316000.0,Tunai,2023-08-10 02:23:42,Les Privat Matematika
TRX4505,UMKM583,1,179000.0,Dana,2023-05-19 02:23:42,Kursus Memasak
TRX4506,UMKM583,0,1249000.0,Transfer Mandiri,2023-11-15 02:23:42,Kursus Menjahit
TRX4507,UMKM583,0,143000.0,Tunai,2023-05-02 02:23:42,Les Piano
TRX4508,UMKM583,0,1485000.0,Cash,2021-12-31 02:23:42,Bimbel Bahasa Inggris
TRX4509,UMKM584,0,198000.0,,2024-09-09 18:55:40,Kursus Digital Marketing
TRX4510,UMKM584,1,782000.0,Transfer BRI,2023-09-17 18:55:40,Kursus Public Speaking
TRX4511,UMKM584,1,1079000.0,Gopay,2025-01-27 18:55:40,Kursus Public Speaking
TRX4512,UMKM584,0,267000.0,Transfer BNI,2024-05-17 18:55:40,Les Piano
TRX4518,UMKM586,1,205000.0,OVO,2024-05-01 22:27:00,Sabit Intan
TRX4519,UMKM586,0,212000.0,,2024-05-15 22:27:00,Jagung Pipil Kering
TRX4520,UMKM586,1,25000.0,Dana,2023-01-16 22:27:00,Traktor Mini
TRX4521,UMKM587,1,247000.0,Transfer BCA,2021-09-23 01:12:01,Catering Pernikahan
TRX4522,UMKM587,1,85000.0,Gopay,2022-04-02 01:12:01,Seblak Kering
TRX4523,UMKM587,1,278000.0,OVO,2021-11-02 01:12:01,Brownies Kukus
TRX4524,UMKM587,1,117000.0,Transfer BRI,2022-09-06 01:12:01,Seblak Kering
TRX4525,UMKM587,1,74000.0,Transfer BRI,2021-03-12 01:12:01,Catering Pernikahan
TRX4526,UMKM587,1,205000.0,Transfer BRI,2022-11-26 01:12:01,Brownies Kukus
TRX4527,UMKM587,1,284000.0,Pembayaran tunai,2022-06-26 01:12:01,Seblak Kering
TRX4528,UMKM587,1,156000.0,Dana,2022-08-08 01:12:01,Catering Pernikahan
TRX4529,UMKM587,1,78000.0,,2022-11-09 01:12:01,Brownies Kukus
TRX4530,UMKM587,1,157000.0,Pembayaran tunai,2022-01-31 01:12:01,Seblak Kering
TRX4531,UMKM587,0,196000.0,Tunai,2022-08-15 01:12:01,Risol Mayo
TRX4532,UMKM587,1,10000.0,Dana,2021-05-25 01:12:01,Brownies Kukus
TRX4534,UMKM587,1,289000.0,,2022-03-15 01:12:01,Catering Pernikahan
TRX4535,UMKM587,1,77000.0,,2022-05-16 01:12:01,Catering Pernikahan
TRX4536,UMKM587,1,68000.0,Transfer BCA,2021-11-14 01:12:01,Seblak Kering
TRX4537,UMKM587,1,26000.0,Transfer BCA,2022-04-20 01:12:01,Brownies Kukus
TRX4538,UMKM588,1,120000.0,,2025-03-13 17:39:07,Servis Laptop
TRX4539,UMKM588,0,2445000.0,,2023-11-14 17:39:07,Data Entry
TRX4540,UMKM588,1,2543000.0,Transfer BCA,2025-03-07 17:39:07,Servis Laptop
TRX4541,UMKM588,0,1714000.0,Transfer BNI,2024-04-06 17:39:07,Desain Undangan
TRX4542,UMKM588,1,2300000.0,Transfer BRI,2025-01-16 17:39:07,Servis Laptop
TRX4544,UMKM588,0,448000.0,Cash,2024-01-18 17:39:07,Desain Banner
TRX4546,UMKM589,1,132000.0,Pembayaran tunai,2024-09-17 20:48:29,Mug Foto
TRX4547,UMKM589,1,408000.0,Gopay,2023-12-12 20:48:29,Nampan Serut
TRX4548,UMKM589,1,404000.0,Transfer BRI,2024-03-26 20:48:29,Kaos Souvenir
TRX4549,UMKM590,0,181000.0,Tunai,2022-12-21 03:13:20,Kue Cubit
TRX4550,UMKM590,1,113000.0,Transfer BCA,2022-11-06 03:13:20,Wedang Jahe
TRX4552,UMKM590,0,267000.0,Transfer BNI,2022-06-02 03:13:20,Catering Pernikahan
TRX4553,UMKM590,1,77000.0,Gopay,2023-07-20 03:13:20,Wedang Jahe
TRX4554,UMKM590,1,87000.0,,2023-02-28 03:13:20,Wedang Jahe
TRX4555,UMKM590,0,99000.0,,2021-10-30 03:13:20,Nasi Goreng Spesial
TRX4556,UMKM590,1,118000.0,,2023-04-21 03:13:20,Wedang Jahe
TRX4557,UMKM590,0,134000.0,Transfer BNI,2022-12-05 03:13:20,Dadar Gulung
TRX4559,UMKM590,0,63000.0,,2022-11-06 03:13:20,Opak Angin
TRX4560,UMKM590,1,97000.0,Pembayaran tunai,2022-03-17 03:13:20,Wedang Jahe
TRX4561,UMKM590,1,295000.0,Transfer BRI,2023-06-29 03:13:20,Wedang Jahe
TRX4562,UMKM590,0,32000.0,Transfer Mandiri,2023-06-11 03:13:20,Jus Alpukat
TRX4563,UMKM590,1,286000.0,OVO,2023-03-06 03:13:20,Wedang Jahe
TRX4564,UMKM591,1,3878000.0,Gopay,2022-03-12 17:30:54,Aplikasi Inventory
TRX4565,UMKM591,1,4602000.0,Pembayaran tunai,2023-03-13 17:30:54,App Mobile Android
TRX4566,UMKM591,0,699000.0,Transfer Mandiri,2022-01-14 17:30:54,App Pemesanan Online
TRX4567,UMKM591,1,2481000.0,Dana,2022-01-29 17:30:54,Aplikasi HR
TRX4568,UMKM591,1,651000.0,,2023-11-23 17:30:54,App Pemesanan Online
TRX4569,UMKM591,1,2153000.0,Gopay,2023-07-11 17:30:54,Software Akuntansi
TRX4570,UMKM591,1,904000.0,,2023-10-01 17:30:54,App Pemesanan Online
TRX4571,UMKM591,0,1717000.0,Transfer BNI,2022-01-21 17:30:54,Aplikasi Inventory
TRX4572,UMKM591,1,4856000.0,Gopay,2022-07-07 17:30:54,App Pemesanan Online
TRX4573,UMKM592,1,548000.0,Pembayaran tunai,2022-01-14 01:45:58,Sepatu Formal Pria
TRX4574,UMKM592,1,388000.0,Pembayaran tunai,2022-02-17 01:45:58,Sepatu Formal Pria
TRX4575,UMKM592,1,415000.0,Transfer BRI,2022-04-24 01:45:58,Celana Kulot
TRX4576,UMKM592,1,181000.0,Transfer BRI,2021-05-22 01:45:58,Celana Kulot
TRX4577,UMKM592,1,737000.0,Pembayaran tunai,2023-02-11 01:45:58,Celana Kulot
TRX4578,UMKM592,1,721000.0,Dana,2022-12-28 01:45:58,Tunik Polos
TRX4579,UMKM592,0,290000.0,Transfer Mandiri,2021-08-14 01:45:58,Slip On Polos
TRX4580,UMKM592,1,152000.0,Transfer BCA,2022-04-26 01:45:58,Celana Pendek Anak
